Name,Description,Instagram
STEM Content Creation & Outreach,"As part of my commitment to science outreach, I maintain an Instagram account where I share recent advancements in STEM fields, particularly Earth Science, Space Science, and Astrophysics. By creating accessible infographics that distill complex scientific findings, I aim to foster scientific curiosity and understanding within the broader community.",https://www.instagram.com/space.marc_stjarnstoft?igsh=aHNyZzdjZ2Zvd204&utm_source=qr
